Pair ID,Species,Strain,StrainType,Generation,LOC,F_ID,M_ID,Npup,N_M,N_F,BirthDate,Wean Date,Parity,IBI,PrevLitterSize,Notes
B199,PECA,IS,STOCK,NA,UCD,B199,,1,0,1,2/24/18,,1,,NA,
B199,PECA,IS,STOCK,NA,UCD,B199,,3,2,1,4/2/18,,2,37,1,
B199,PECA,IS,STOCK,NA,UCD,B199,,3,1,2,5/3/18,,3,31,3,
B199,PECA,IS,STOCK,NA,UCD,B199,,2,1,1,6/5/18,,4,33,3,
B199,PECA,IS,STOCK,NA,UCD,B199,,3,2,1,7/8/18,,5,33,2,
B199,PECA,IS,STOCK,NA,UCD,B199,,3,1,2,8/12/18,,6,35,3,
B199,PECA,IS,STOCK,NA,UCD,B199,,2,1,1,9/13/18,,7,32,3,
B199,PECA,IS,STOCK,NA,UCD,B199,,2,1,1,10/16/18,,8,33,2,
B199,PECA,IS,STOCK,NA,UCD,B199,,1,1,0,11/18/18,,9,33,2,
B199,PECA,IS,STOCK,NA,UCD,B199,,1,1,0,12/24/18,,10,36,1,
B199,PECA,IS,STOCK,NA,UCD,B199,,3,0,3,1/23/19,,11,30,1,
B199,PECA,IS,STOCK,NA,UCD,B199,,3,2,1,3/29/19,,12,65,3,
B199,PECA,IS,STOCK,NA,UCD,B199,,3,2,1,4/30/19,,13,32,3,
B199,PECA,IS,STOCK,NA,UCD,B199,,1,1,0,6/3/19,,14,34,3,
B199,PECA,IS,STOCK,NA,UCD,B199,,2,0,2,7/3/19,,15,30,1,
B199,PECA,IS,STOCK,NA,UCD,B199,,3,2,1,8/8/19,,16,36,2,
B199,PECA,IS,STOCK,NA,UCD,B199,,2,0,2,9/10/19,,17,33,3,
B199,PECA,IS,STOCK,NA,UCD,B199,,3,1,2,11/15/19,,18,66,2,
B199,PECA,IS,STOCK,NA,UCD,B199,,1,1,0,12/24/19,,19,39,3,
B200,PECA,IS,STOCK,NA,UCD,B200,,2,1,1,3/13/18,,1,,NA,
B200,PECA,IS,STOCK,NA,UCD,B200,,1,1,0,4/27/18,,2,45,2,
B200,PECA,IS,STOCK,NA,UCD,B200,,2,1,1,7/29/18,,3,93,1,
B200,PECA,IS,STOCK,NA,UCD,B200,,1,1,0,9/8/18,,4,41,2,
B200,PECA,IS,STOCK,NA,UCD,B200,,2,1,1,10/18/18,,5,40,1,
B200,PECA,IS,STOCK,NA,UCD,B200,,2,0,2,12/2/18,,6,45,2,
B200,PECA,IS,STOCK,NA,UCD,B200,,2,2,0,1/14/19,,7,43,2,
B200,PECA,IS,STOCK,NA,UCD,B200,,2,1,1,3/18/19,,8,63,2,
B200,PECA,IS,STOCK,NA,UCD,B200,,2,1,1,5/1/19,,9,44,2,
B201,PECA,IS,STOCK,NA,UCD,B201,,1,1,0,4/10/18,,1,,NA,
B201,PECA,IS,STOCK,NA,UCD,B201,,3,1,2,5/13/18,,2,33,1,
B201,PECA,IS,STOCK,NA,UCD,B201,,3,2,1,6/14/18,,3,32,3,
B201,PECA,IS,STOCK,NA,UCD,B201,,3,2,1,7/17/18,,4,33,3,
B201,PECA,IS,STOCK,NA,UCD,B201,,3,1,2,8/20/18,,5,34,3,
B201,PECA,IS,STOCK,NA,UCD,B201,,2,2,0,9/22/18,,6,33,3,
B201,PECA,IS,STOCK,NA,UCD,B201,,3,2,1,10/25/18,,7,33,2,
B201,PECA,IS,STOCK,NA,UCD,B201,,2,1,1,11/28/18,,8,34,3,
B201,PECA,IS,STOCK,NA,UCD,B201,,3,1,2,1/1/19,,9,34,2,
B201,PECA,IS,STOCK,NA,UCD,B201,,3,3,0,2/3/19,,10,33,3,
B201,PECA,IS,STOCK,NA,UCD,B201,,2,2,0,3/6/19,,11,31,3,
B201,PECA,IS,STOCK,NA,UCD,B201,,1,0,1,4/10/19,,12,35,2,
B201,PECA,IS,STOCK,NA,UCD,B201,,4,1,3,5/11/19,,13,31,1,
B201,PECA,IS,STOCK,NA,UCD,B201,,2,1,1,6/14/19,,14,34,4,
B201,PECA,IS,STOCK,NA,UCD,B201,,3,2,1,7/17/19,,15,33,2,
B201,PECA,IS,STOCK,NA,UCD,B201,,2,1,1,8/20/19,,16,34,3,
B201,PECA,IS,STOCK,NA,UCD,B201,,2,0,2,11/9/19,,17,81,2,
B201,PECA,IS,STOCK,NA,UCD,B201,,3,2,1,12/13/19,,18,34,2,
B201,PECA,IS,STOCK,NA,UCD,B201,,3,2,1,2/6/20,,19,55,3,
B201A,PECA,IS,STOCK,NA,UCD,B201A,,2,1,1,4/8/18,,1,,NA,
B201A,PECA,IS,STOCK,NA,UCD,B201A,,2,1,1,5/14/18,,2,36,2,
B201A,PECA,IS,STOCK,NA,UCD,B201A,,2,2,0,6/22/18,,3,39,2,
B201A,PECA,IS,STOCK,NA,UCD,B201A,,1,0,1,8/12/18,,4,51,2,
B201A,PECA,IS,STOCK,NA,UCD,B201A,,2,2,0,9/13/18,,5,32,1,
B201A,PECA,IS,STOCK,NA,UCD,B201A,,1,1,0,11/4/18,,6,52,2,
B201A,PECA,IS,STOCK,NA,UCD,B201A,,2,1,1,1/8/19,,7,65,1,
B201A,PECA,IS,STOCK,NA,UCD,B201A,,2,0,2,3/13/19,,8,64,2,
B201A,PECA,IS,STOCK,NA,UCD,B201A,,1,1,0,5/3/19,,9,51,2,
B201A,PECA,IS,STOCK,NA,UCD,B201A,,2,1,1,6/5/19,,10,33,1,
B201A,PECA,IS,STOCK,NA,UCD,B201A,,2,2,0,7/10/19,,11,35,2,
B201A,PECA,IS,STOCK,NA,UCD,B201A,,2,1,1,8/15/19,,12,36,2,
B202,PECA,IS,STOCK,NA,UCD,B202,,2,1,1,3/13/18,,1,,NA,
B202,PECA,IS,STOCK,NA,UCD,B202,,1,1,0,6/18/18,,2,97,2,
B202,PECA,IS,STOCK,NA,UCD,B202,,1,1,0,8/7/18,,3,50,1,
B202,PECA,IS,STOCK,NA,UCD,B202,,1,0,1,11/18/18,,4,103,1,
B202,PECA,IS,STOCK,NA,UCD,B202,,1,0,1,6/12/19,,5,206,1,
B204,PECA,IS,STOCK,NA,UCD,B204,,1,1,0,3/26/18,,1,,NA,
B204,PECA,IS,STOCK,NA,UCD,B204,,3,1,2,4/26/18,,2,31,1,
B204,PECA,IS,STOCK,NA,UCD,B204,,3,1,2,6/5/18,,3,40,3,
B204,PECA,IS,STOCK,NA,UCD,B204,,2,2,0,7/14/18,,4,39,3,
B204,PECA,IS,STOCK,NA,UCD,B204,,3,1,2,8/20/18,,5,37,2,
B204,PECA,IS,STOCK,NA,UCD,B204,,2,1,1,9/22/18,,6,33,3,
B204,PECA,IS,STOCK,NA,UCD,B204,,3,2,1,10/26/18,,7,34,2,
B204,PECA,IS,STOCK,NA,UCD,B204,,4,2,2,12/1/18,,8,36,3,
B204,PECA,IS,STOCK,NA,UCD,B204,,2,2,0,1/9/19,,9,39,4,
B204,PECA,IS,STOCK,NA,UCD,B204,,3,2,1,2/13/19,,10,35,2,
B204,PECA,IS,STOCK,NA,UCD,B204,,2,2,0,3/23/19,,11,38,3,
B204,PECA,IS,STOCK,NA,UCD,B204,,1,0,1,4/23/19,,12,31,2,
B204,PECA,IS,STOCK,NA,UCD,B204,,2,0,2,5/26/19,,13,33,1,
B204,PECA,IS,STOCK,NA,UCD,B204,,4,1,3,7/1/19,,14,36,2,
B204,PECA,IS,STOCK,NA,UCD,B204,,4,3,1,8/7/19,,15,37,4,"FD, remove male after next birth"
B204,PECA,IS,STOCK,NA,UCD,B204,,2,1,1,9/11/19,,16,35,4,"FD, remove male after next birth"
B205b,PECA,IS,STOCK,NA,UCD,B205b,,1,0,1,6/11/18,,1,,NA,
B205b,PECA,IS,STOCK,NA,UCD,B205b,,2,0,2,7/16/18,,2,35,1,
B205b,PECA,IS,STOCK,NA,UCD,B205b,,2,1,1,8/20/18,,3,35,2,
B205b,PECA,IS,STOCK,NA,UCD,B205b,,2,1,1,9/26/18,,4,37,2,
B205b,PECA,IS,STOCK,NA,UCD,B205b,,3,2,1,10/30/18,,5,34,2,pups euthanized
B205b,PECA,IS,STOCK,NA,UCD,B205b,,3,1,2,12/5/18,,6,36,3,
B206,PECA,IS,STOCK,NA,UCD,B206,,2,0,2,3/3/18,,1,,NA,
B206,PECA,IS,STOCK,NA,UCD,B206,,3,1,2,4/3/18,,2,31,2,
B206,PECA,IS,STOCK,NA,UCD,B206,,4,3,1,5/6/18,,3,33,3,FD
B206,PECA,IS,STOCK,NA,UCD,B206,,4,2,2,6/9/18,,4,34,4,FD
B206,PECA,IS,STOCK,NA,UCD,B206,,4,3,1,7/11/18,,5,32,4,
B206,PECA,IS,STOCK,NA,UCD,B206,,5,2,3,8/14/18,,6,34,4,FD
B206,PECA,IS,STOCK,NA,UCD,B206,,4,1,3,9/16/18,,7,33,5,
B206,PECA,IS,STOCK,NA,UCD,B206,,4,3,1,10/19/18,,8,33,4,
B206,PECA,IS,STOCK,NA,UCD,B206,,3,1,2,11/22/18,,9,34,4,
B206,PECA,IS,STOCK,NA,UCD,B206,,4,2,2,12/25/18,,10,33,3,
B206,PECA,IS,STOCK,NA,UCD,B206,,2,1,1,1/27/19,,11,33,4,FD
B206,PECA,IS,STOCK,NA,UCD,B206,,4,2,2,3/1/19,,12,33,2,
B206,PECA,IS,STOCK,NA,UCD,B206,,2,1,1,4/5/19,,13,35,4,
B206,PECA,IS,STOCK,NA,UCD,B206,,3,1,2,5/7/19,,14,32,2,
B206,PECA,IS,STOCK,NA,UCD,B206,,3,2,1,6/11/19,,15,35,3,
B206,PECA,IS,STOCK,NA,UCD,B206,,4,1,3,7/12/19,,16,31,3,
B206,PECA,IS,STOCK,NA,UCD,B206,,3,0,3,8/15/19,,17,34,4,
B206,PECA,IS,STOCK,NA,UCD,B206,,3,1,2,9/18/19,,18,34,3,XCHECK
B206,PECA,IS,STOCK,NA,UCD,B206,,4,3,1,10/23/19,,19,35,3,
B206,PECA,IS,STOCK,NA,UCD,B206,,2,1,1,12/31/19,,20,69,4,
B206,PECA,IS,STOCK,NA,UCD,B206,,1,1,0,2/4/20,,21,35,2,
B207,PECA,IS,STOCK,NA,UCD,B207,,2,0,2,3/13/18,,1,,NA,
B207,PECA,IS,STOCK,NA,UCD,B207,,1,0,1,4/12/18,,2,30,2,FD
B207,PECA,IS,STOCK,NA,UCD,B207,,2,1,1,5/14/18,,3,32,1,
B207,PECA,IS,STOCK,NA,UCD,B207,,3,1,2,7/23/18,,4,70,2,
B207,PECA,IS,STOCK,NA,UCD,B207,,2,1,1,8/22/18,,5,30,3,
B207,PECA,IS,STOCK,NA,UCD,B207,,3,2,1,10/19/18,,6,58,2,
B207,PECA,IS,STOCK,NA,UCD,B207,,3,2,1,12/24/18,,7,66,3,
B207,PECA,IS,STOCK,NA,UCD,B207,,3,0,3,1/26/19,,8,33,3,
B207,PECA,IS,STOCK,NA,UCD,B207,,3,2,1,4/2/19,,9,66,3,
B207,PECA,IS,STOCK,NA,UCD,B207,,1,1,0,6/11/19,,10,70,3,
B207,PECA,IS,STOCK,NA,UCD,B207,,1,1,0,8/6/19,,11,56,1,
B208,PECA,IS,STOCK,NA,UCD,B208,,1,0,1,1/14/20,,1,,NA,
B209,PECA,IS,STOCK,NA,UCD,B209,,2,1,1,7/7/18,,1,,NA,
B209,PECA,IS,STOCK,NA,UCD,B209,,1,0,1,8/12/18,,2,36,2,
B209,PECA,IS,STOCK,NA,UCD,B209,,2,1,1,9/15/18,,3,34,1,
B209,PECA,IS,STOCK,NA,UCD,B209,,2,0,2,10/21/18,,4,36,2,
B210,PECA,IS,STOCK,NA,UCD,B210,,2,1,1,6/13/18,,1,,NA,
B210,PECA,IS,STOCK,NA,UCD,B210,,1,1,0,7/12/18,,2,29,2,
B210,PECA,IS,STOCK,NA,UCD,B210,,1,1,0,8/16/18,,3,35,1,
B210,PECA,IS,STOCK,NA,UCD,B210,,2,1,1,9/16/18,,4,31,1,
B210,PECA,IS,STOCK,NA,UCD,B210,,1,1,0,10/19/18,,5,33,2,
B210,PECA,IS,STOCK,NA,UCD,B210,,1,0,1,12/16/18,,6,58,1,
B210,PECA,IS,STOCK,NA,UCD,B210,,2,0,2,1/31/19,,7,46,1,
B210,PECA,IS,STOCK,NA,UCD,B210,,2,1,1,4/24/19,,8,83,2,
B210,PECA,IS,STOCK,NA,UCD,B210,,1,0,1,7/1/19,,9,68,2,
B210,PECA,IS,STOCK,NA,UCD,B210,,2,1,1,8/15/19,,10,45,1,
B211,PECA,IS,STOCK,NA,UCD,B211,,2,0,2,5/8/18,,1,,NA,
B211,PECA,IS,STOCK,NA,UCD,B211,,2,2,0,6/9/18,,2,32,2,
B211,PECA,IS,STOCK,NA,UCD,B211,,3,2,1,7/11/18,,3,32,2,
B211,PECA,IS,STOCK,NA,UCD,B211,,3,3,0,8/12/18,,4,32,3,
B211,PECA,IS,STOCK,NA,UCD,B211,,2,1,1,9/14/18,,5,33,3,
B211,PECA,IS,STOCK,NA,UCD,B211,,3,1,2,10/16/18,,6,32,2,
B211,PECA,IS,STOCK,NA,UCD,B211,,2,2,0,11/17/18,,7,32,3,
B211,PECA,IS,STOCK,NA,UCD,B211,,2,1,1,12/17/18,,8,30,2,
B211,PECA,IS,STOCK,NA,UCD,B211,,3,2,1,1/21/19,,9,35,2,
B211,PECA,IS,STOCK,NA,UCD,B211,,2,1,1,2/24/19,,10,34,3,
B211,PECA,IS,STOCK,NA,UCD,B211,,3,1,2,3/27/19,,11,31,2,
B211,PECA,IS,STOCK,NA,UCD,B211,,2,2,0,5/31/19,,12,65,3,
B211,PECA,IS,STOCK,NA,UCD,B211,,2,0,2,9/5/19,,13,97,2,
B211,PECA,IS,STOCK,NA,UCD,B211,,3,1,2,10/7/19,,14,32,2,
B212,PECA,IS,STOCK,NA,UCD,B212,,2,1,1,8/30/18,,1,,NA,
B212,PECA,IS,STOCK,NA,UCD,B212,,3,0,3,10/5/18,,2,36,2,
B212,PECA,IS,STOCK,NA,UCD,B212,,1,1,0,11/13/18,,3,39,3,
B212,PECA,IS,STOCK,NA,UCD,B212,,3,0,3,12/16/18,,4,33,1,
B212,PECA,IS,STOCK,NA,UCD,B212,,2,2,0,1/23/19,,5,38,3,
B212,PECA,IS,STOCK,NA,UCD,B212,,2,1,1,3/2/19,,6,38,2,
B212,PECA,IS,STOCK,NA,UCD,B212,,3,1,2,4/7/19,,7,36,2,
B212,PECA,IS,STOCK,NA,UCD,B212,,1,1,0,5/15/19,,8,38,3,
B212,PECA,IS,STOCK,NA,UCD,B212,,1,,,6/17/19,,9,33,1,
B212,PECA,IS,STOCK,NA,UCD,B212,,2,1,1,7/20/19,,10,33,1,
B212,PECA,IS,STOCK,NA,UCD,B212,,1,1,0,9/9/19,,11,51,2,
B212,PECA,IS,STOCK,NA,UCD,B212,,1,1,0,10/12/19,,12,33,1,
B212,PECA,IS,STOCK,NA,UCD,B212,,2,2,0,11/15/19,,13,34,1,
B212,PECA,IS,STOCK,NA,UCD,B212,,2,1,1,12/18/19,,14,33,2,
B212,PECA,IS,STOCK,NA,UCD,B212,,2,2,0,2/13/20,,15,57,2,
B213,PECA,IS,STOCK,NA,UCD,B213,,1,0,1,9/2/18,,1,,NA,
B213,PECA,IS,STOCK,NA,UCD,B213,,4,2,2,10/1/18,,2,29,1,
B213,PECA,IS,STOCK,NA,UCD,B213,,3,0,3,11/3/18,,3,33,4,
B213,PECA,IS,STOCK,NA,UCD,B213,,2,0,2,12/6/18,,4,33,3,
B213,PECA,IS,STOCK,NA,UCD,B213,,2,1,1,1/8/19,,5,33,2,
B213,PECA,IS,STOCK,NA,UCD,B213,,3,1,2,2/12/19,,6,35,2,
B213,PECA,IS,STOCK,NA,UCD,B213,,4,1,3,3/14/19,,7,30,3,
B213,PECA,IS,STOCK,NA,UCD,B213,,3,1,2,5/2/19,,8,49,4,
B213,PECA,IS,STOCK,NA,UCD,B213,,1,1,0,6/5/19,,9,34,3,
B213,PECA,IS,STOCK,NA,UCD,B213,,2,1,1,8/30/19,,10,86,1,
B213,PECA,IS,STOCK,NA,UCD,B213,,2,1,1,10/2/19,,11,33,2,
B213,PECA,IS,STOCK,NA,UCD,B213,,2,2,0,11/4/19,,12,33,2,
B213,PECA,IS,STOCK,NA,UCD,B213,,2,1,1,12/8/19,,13,34,2,
B214,PECA,IS,STOCK,NA,UCD,B214,,2,1,1,9/4/18,,1,,NA,
B214,PECA,IS,STOCK,NA,UCD,B214,,3,2,1,10/5/18,,2,31,2,
B214,PECA,IS,STOCK,NA,UCD,B214,,3,1,2,11/11/18,,3,37,3,
B214,PECA,IS,STOCK,NA,UCD,B214,,3,0,3,12/12/18,,4,31,3,
B214,PECA,IS,STOCK,NA,UCD,B214,,3,3,0,1/14/19,,5,33,3,
B214,PECA,IS,STOCK,NA,UCD,B214,,2,2,0,2/16/19,,6,33,3,
B214,PECA,IS,STOCK,NA,UCD,B214,,2,0,2,3/20/19,,7,32,2,
B214,PECA,IS,STOCK,NA,UCD,B214,,2,1,1,4/24/19,,8,35,2,
B214,PECA,IS,STOCK,NA,UCD,B214,,2,2,0,5/24/19,,9,30,2,
B214,PECA,IS,STOCK,NA,UCD,B214,,3,0,3,6/25/19,,10,32,2,
B214,PECA,IS,STOCK,NA,UCD,B214,,2,2,0,7/28/19,,11,33,3,
B214,PECA,IS,STOCK,NA,UCD,B214,,2,1,1,8/29/19,,12,32,2,
B214,PECA,IS,STOCK,NA,UCD,B214,,3,2,1,10/15/19,,13,47,2,
B214,PECA,IS,STOCK,NA,UCD,B214,,2,1,1,11/17/19,,14,33,3,
B214,PECA,IS,STOCK,NA,UCD,B214,,1,0,1,12/23/19,,15,36,2,
B215,PECA,IS,STOCK,NA,UCD,B215,,4,2,2,11/26/18,,1,,NA,
B215,PECA,IS,STOCK,NA,UCD,B215,,1,1,0,1/1/19,,2,36,4,
B215,PECA,IS,STOCK,NA,UCD,B215,,3,1,2,2/2/19,,3,32,1,
B215,PECA,IS,STOCK,NA,UCD,B215,,3,2,1,4/12/19,,4,69,3,
B215,PECA,IS,STOCK,NA,UCD,B215,,2,1,1,5/19/19,,5,37,3,
B215,PECA,IS,STOCK,NA,UCD,B215,,2,1,1,7/23/19,,6,65,2,
B215,PECA,IS,STOCK,NA,UCD,B215,,1,0,1,9/30/19,,7,69,2,
B215,PECA,IS,STOCK,NA,UCD,B215,,3,0,3,10/30/19,,8,30,1,
B216,PECA,IS,STOCK,NA,UCD,B216,,2,1,1,9/20/18,,1,,NA,
B216,PECA,IS,STOCK,NA,UCD,B216,,2,1,1,10/27/18,,2,37,2,
B216,PECA,IS,STOCK,NA,UCD,B216,,4,2,2,11/30/18,,3,34,2,
B216,PECA,IS,STOCK,NA,UCD,B216,,3,2,1,1/6/19,,4,37,4,
B216,PECA,IS,STOCK,NA,UCD,B216,,3,2,1,2/13/19,,5,38,3,
B216,PECA,IS,STOCK,NA,UCD,B216,,3,1,2,3/25/19,,6,40,3,
B216,PECA,IS,STOCK,NA,UCD,B216,,3,0,3,4/30/19,,7,36,3,
B216,PECA,IS,STOCK,NA,UCD,B216,,3,0,3,6/6/19,,8,37,3,
B216,PECA,IS,STOCK,NA,UCD,B216,,2,2,0,7/13/19,,9,37,3,
B216,PECA,IS,STOCK,NA,UCD,B216,,4,3,1,8/16/19,,10,34,2,
B216,PECA,IS,STOCK,NA,UCD,B216,,4,2,2,9/24/19,,11,39,4,
B217,PECA,IS,STOCK,NA,UCD,B217,,2,2,0,10/14/18,,1,,NA,
B217,PECA,IS,STOCK,NA,UCD,B217,,1,1,0,11/19/18,,2,36,2,
B217,PECA,IS,STOCK,NA,UCD,B217,,2,1,1,12/24/18,,3,35,1,
B217,PECA,IS,STOCK,NA,UCD,B217,,2,1,1,1/27/19,,4,34,2,
B217,PECA,IS,STOCK,NA,UCD,B217,,2,2,0,3/3/19,,5,35,2,
B217,PECA,IS,STOCK,NA,UCD,B217,,2,0,2,4/7/19,,6,35,2,
B217,PECA,IS,STOCK,NA,UCD,B217,,1,0,1,5/15/19,,7,38,2,
B217,PECA,IS,STOCK,NA,UCD,B217,,2,2,0,6/17/19,,8,33,1,
B217,PECA,IS,STOCK,NA,UCD,B217,,1,1,0,7/22/19,,9,35,2,
B217,PECA,IS,STOCK,NA,UCD,B217,,2,1,1,8/25/19,,10,34,1,
B217,PECA,IS,STOCK,NA,UCD,B217,,2,1,1,9/30/19,,11,36,2,
B217,PECA,IS,STOCK,NA,UCD,B217,,1,0,1,12/10/19,,12,71,2,
B217,PECA,IS,STOCK,NA,UCD,B217,,1,0,1,1/10/20,,13,31,1,
B218,PECA,IS,STOCK,NA,UCD,B218,,2,2,0,11/4/18,,1,,NA,
B218,PECA,IS,STOCK,NA,UCD,B218,,3,1,2,12/8/18,,2,34,2,
B218,PECA,IS,STOCK,NA,UCD,B218,,2,2,0,1/9/19,,3,32,3,
B218,PECA,IS,STOCK,NA,UCD,B218,,3,1,2,2/10/19,,4,32,2,
B218,PECA,IS,STOCK,NA,UCD,B218,,3,2,1,3/16/19,,5,34,3,
B218,PECA,IS,STOCK,NA,UCD,B218,,2,0,2,4/18/19,,6,33,3,
B218,PECA,IS,STOCK,NA,UCD,B218,,3,1,2,5/21/19,,7,33,2,
B218,PECA,IS,STOCK,NA,UCD,B218,,3,2,1,6/24/19,,8,34,3,
B218,PECA,IS,STOCK,NA,UCD,B218,,3,1,2,7/26/19,,9,32,3,
B218,PECA,IS,STOCK,NA,UCD,B218,,2,1,1,9/16/19,,10,52,3,
B218,PECA,IS,STOCK,NA,UCD,B218,,2,0,2,10/19/19,,11,33,2,
B218,PECA,IS,STOCK,NA,UCD,B218,,2,1,1,11/23/19,,12,35,2,
B218,PECA,IS,STOCK,NA,UCD,B218,,3,3,0,12/25/19,,13,32,2,
B218,PECA,IS,STOCK,NA,UCD,B218,,3,0,3,1/27/20,,14,33,3,
B219,PECA,IS,STOCK,NA,UCD,B219,,1,1,0,11/12/18,,1,,NA,
B219,PECA,IS,STOCK,NA,UCD,B219,,3,1,2,12/12/18,,2,30,1,
B219,PECA,IS,STOCK,NA,UCD,B219,,2,1,1,1/14/19,,3,33,3,
B219,PECA,IS,STOCK,NA,UCD,B219,,1,1,0,2/14/19,,4,31,2,
B219,PECA,IS,STOCK,NA,UCD,B219,,2,1,1,3/19/19,,5,33,1,
B219,PECA,IS,STOCK,NA,UCD,B219,,3,0,3,4/19/19,,6,31,2,
B219,PECA,IS,STOCK,NA,UCD,B219,,2,2,0,5/24/19,,7,35,3,
B219,PECA,IS,STOCK,NA,UCD,B219,,1,1,0,6/30/19,,8,37,2,
B220,PECA,IS,STOCK,NA,UCD,B220,,3,1,2,2/12/19,,1,,NA,
B220,PECA,IS,STOCK,NA,UCD,B220,,2,1,1,3/17/19,,2,33,3,
B220,PECA,IS,STOCK,NA,UCD,B220,,2,2,0,4/19/19,,3,33,2,
B220,PECA,IS,STOCK,NA,UCD,B220,,2,0,2,5/20/19,,4,31,2,
B220,PECA,IS,STOCK,NA,UCD,B220,,1,0,1,6/24/19,,5,35,2,
B220,PECA,IS,STOCK,NA,UCD,B220,,2,1,1,7/23/19,,6,29,1,
B220,PECA,IS,STOCK,NA,UCD,B220,,3,1,2,9/21/19,,7,60,2,
B220,PECA,IS,STOCK,NA,UCD,B220,,3,1,2,10/24/19,,8,33,3,
B221,PECA,IS,STOCK,NA,UCD,B221,,1,0,1,3/14/19,,1,,NA,
B221,PECA,IS,STOCK,NA,UCD,B221,,1,1,0,6/7/19,,2,85,1,
B221,PECA,IS,STOCK,NA,UCD,B221,,2,0,2,7/14/19,,3,37,1,
B221,PECA,IS,STOCK,NA,UCD,B221,,1,0,1,10/27/19,,4,105,2,
B223,PECA,IS,STOCK,NA,UCD,B223,,3,2,1,4/17/19,,1,,NA,
B223,PECA,IS,STOCK,NA,UCD,B223,,1,,,6/19/19,,2,63,3,
B223,PECA,IS,STOCK,NA,UCD,B223,,1,0,1,7/21/19,,3,32,1,
B223,PECA,IS,STOCK,NA,UCD,B223,,3,1,2,9/10/19,,4,51,1,
B223,PECA,IS,STOCK,NA,UCD,B223,,3,1,2,10/11/19,,5,31,3,
B223,PECA,IS,STOCK,NA,UCD,B223,,2,0,2,11/13/19,,6,33,3,
B223,PECA,IS,STOCK,NA,UCD,B223,,2,0,2,12/16/19,,7,33,2,
B223,PECA,IS,STOCK,NA,UCD,B223,,4,2,2,1/17/20,,8,32,2,
B223,PECA,IS,STOCK,NA,UCD,B223,,1,1,0,2/20/20,,9,34,4,
B29,PECA,IS,STOCK,NA,UCD,B29,,3,3,0,7/14/11,,1,,NA,
B29,PECA,IS,STOCK,NA,UCD,B29,,3,1,2,9/27/11,,2,75,3,
B300,PECA,IS,STOCK,NA,UCD,B300,,3,2,1,11/1/19,,1,,NA,
B300,PECA,IS,STOCK,NA,UCD,B300,,1,0,1,12/16/19,,2,45,3,
B300,PECA,IS,STOCK,NA,UCD,B300,,2,2,0,1/14/20,,3,29,1,
B300,PECA,IS,STOCK,NA,UCD,B300,,3,1,2,2/15/20,,4,32,2,
B301,PECA,IS,STOCK,NA,UCD,B301,,3,2,1,10/1/19,,1,,NA,
B301,PECA,IS,STOCK,NA,UCD,B301,,2,2,0,11/5/19,,2,35,3,
B301,PECA,IS,STOCK,NA,UCD,B301,,1,1,0,12/10/19,,3,35,2,
B301,PECA,IS,STOCK,NA,UCD,B301,,3,3,0,1/10/20,,4,31,1,
B301,PECA,IS,STOCK,NA,UCD,B301,,1,1,0,2/15/20,,5,36,3,
B302,PECA,IS,STOCK,NA,UCD,B302,,2,1,1,10/1/19,,1,,NA,
B302,PECA,IS,STOCK,NA,UCD,B302,,3,1,2,11/3/19,,2,33,2,
B302,PECA,IS,STOCK,NA,UCD,B302,,3,1,2,12/6/19,,3,33,3,
B302,PECA,IS,STOCK,NA,UCD,B302,,2,1,1,1/8/20,,4,33,3,
B302,PECA,IS,STOCK,NA,UCD,B302,,2,1,1,2/9/20,,5,32,2,
B303,PECA,IS,STOCK,NA,UCD,B303,,2,0,2,10/5/19,,1,,NA,potential date typo
B303,PECA,IS,STOCK,NA,UCD,B303,,2,1,1,11/6/19,,2,32,2,
B303,PECA,IS,STOCK,NA,UCD,B303,,2,1,1,12/10/19,,3,34,2,
B303,PECA,IS,STOCK,NA,UCD,B303,,2,1,1,1/13/20,,4,34,2,
B304,PECA,IS,STOCK,NA,UCD,B304,,2,2,0,9/8/19,,1,,NA,
B304,PECA,IS,STOCK,NA,UCD,B304,,2,1,1,10/11/19,,2,33,2,
B304,PECA,IS,STOCK,NA,UCD,B304,,1,0,1,11/15/19,,3,35,2,
B304,PECA,IS,STOCK,NA,UCD,B304,,4,2,2,12/16/19,,4,31,1,
B304,PECA,IS,STOCK,NA,UCD,B304,,2,1,1,1/20/20,,5,35,4,
B305,PECA,IS,STOCK,NA,UCD,B305,,1,1,0,12/18/18,,1,,NA,
B305,PECA,IS,STOCK,NA,UCD,B305,,4,1,3,1/20/19,,2,33,1,
B305,PECA,IS,STOCK,NA,UCD,B305,,4,3,1,4/2/19,,3,72,4,
B305,PECA,IS,STOCK,NA,UCD,B305,,3,2,1,5/8/19,,4,36,4,
B305,PECA,IS,STOCK,NA,UCD,B305,,4,1,3,6/12/19,,5,35,3,
B305,PECA,IS,STOCK,NA,UCD,B305,,2,2,0,8/16/19,,6,65,4,
B305,PECA,IS,STOCK,NA,UCD,B305,,2,1,1,9/18/19,,7,33,2,
B305,PECA,IS,STOCK,NA,UCD,B305,,2,1,1,11/6/19,,8,49,2,
B305,PECA,IS,STOCK,NA,UCD,B305,,3,1,2,1/15/20,,9,70,2,
B305,PECA,IS,STOCK,NA,UCD,B305,,2,1,1,2/20/20,,10,36,3,
